CRN,Term,GERs,G,D,W,S,Q,LangA,LangM,Lab,FA,Hum,SS,Div
5548,1 (Fall 2024),SS,,,,,,,,,,,SS,SS
5549,1 (Fall 2024),SS,,,,,,,,,,,SS,SS
5550,1 (Fall 2024),SS,,,,,,,,,,,SS,SS
5551,1 (Fall 2024),SS,,,,,,,,,,,SS,SS
1030,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
1606,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
1502,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
1503,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
1035,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
2096,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
1031,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
2074,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
2075,2 (Winter 2024),"W,SS",,,W,,,,,,,,SS,SS
2068,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
2094,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
1504,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
1505,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
1506,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
1507,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
1032,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
1038,2 (Winter 2024),"D,SS",,D,,,,,,,,,SS,SS
1654,2 (Winter 2024),"S,SS",,,,S,,,,,,,SS,SS
2093,2 (Winter 2024),"S,SS",,,,S,,,,,,,SS,SS
1508,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
1509,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
1510,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
1511,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
1034,2 (Winter 2024),"S,SS",,,,S,,,,,,,SS,SS
1037,2 (Winter 2024),"S,SS",,,,S,,,,,,,SS,SS
1512,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
1513,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
1514,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
1515,2 (Winter 2024),SS,,,,,,,,,,,SS,SS
1577,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1578,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1503,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1504,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1576,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
2079,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1697,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1698,2 (Winter 2025),"W,SS",,,W,,,,,,,,SS,SS
2080,2 (Winter 2025),"D,SS",,D,,,,,,,,,SS,SS
1580,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1581,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1584,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1585,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1788,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1505,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1506,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1507,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1508,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1703,2 (Winter 2025),"S,SS",,,,S,,,,,,,SS,SS
1509,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1510,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1511,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1512,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1582,2 (Winter 2025),"S,SS",,,,S,,,,,,,SS,SS
1747,2 (Winter 2025),"S,SS",,,,S,,,,,,,SS,SS
1513,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1514,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1515,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
1516,2 (Winter 2025),SS,,,,,,,,,,,SS,SS
4080,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3588,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3478,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3479,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3008,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
4094,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3009,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3014,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3012,3 (Spring 2024),"W,SS",,,W,,,,,,,,SS,SS
3015,3 (Spring 2024),"W,SS",,,W,,,,,,,,SS,SS
4093,3 (Spring 2024),"G,D,SS",G,D,,,,,,,,,SS,SS
3010,3 (Spring 2024),"D,SS",,D,,,,,,,,,SS,SS
4079,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3006,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3007,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
4105,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3480,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3481,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3482,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3483,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3016,3 (Spring 2024),"D,SS",,D,,,,,,,,,SS,SS
3484,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3485,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3486,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3487,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3013,3 (Spring 2024),"S,SS",,,,S,,,,,,,SS,SS
3488,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3489,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3490,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3491,3 (Spring 2024),SS,,,,,,,,,,,SS,SS
3865,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3742,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3505,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3506,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3838,3 (Spring 2025),"D,SS",,D,,,,,,,,,SS,SS
4098,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3578,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3709,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3581,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3840,3 (Spring 2025),"W,SS",,,W,,,,,,,,SS,SS
3585,3 (Spring 2025),"D,SS",,D,,,,,,,,,SS,SS
3792,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3583,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3584,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3579,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3507,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3508,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3509,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3510,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3793,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
4069,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3511,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3512,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3513,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3514,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3580,3 (Spring 2025),"S,SS",,,,S,,,,,,,SS,SS
3715,3 (Spring 2025),"S,SS",,,,S,,,,,,,SS,SS
3839,3 (Spring 2025),"S,SS",,,,S,,,,,,,SS,SS
4100,3 (Spring 2025),"S,SS",,,,S,,,,,,,SS,SS
3515,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3516,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3517,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
3518,3 (Spring 2025),SS,,,,,,,,,,,SS,SS
6077,1 (Fall 2023),"G,Hum",G,,,,,,,,,Hum,,HU
6021,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5518,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5690,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
6025,1 (Fall 2023),"G,Hum",G,,,,,,,,,Hum,,HU
5519,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5520,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5521,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
6033,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5522,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5523,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5524,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5525,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5526,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5527,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5620,1 (Fall 2024),"G,Hum",G,,,,,,,,,Hum,,HU
5621,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5552,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5553,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5901,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5623,1 (Fall 2024),"G,D,Hum",G,D,,,,,,,,Hum,,HU
5622,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5554,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5555,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5556,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5557,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5558,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5559,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5560,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5561,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5562,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
1694,2 (Winter 2024),"G,Hum",G,,,,,,,,,Hum,,HU
2085,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1516,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
2106,2 (Winter 2024),"G,Hum",G,,,,,,,,,Hum,,HU
2104,2 (Winter 2024),"G,D,Hum",G,D,,,,,,,,Hum,,HU
1692,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1517,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1518,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1519,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1520,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1521,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1522,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1523,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1524,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1525,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1588,2 (Winter 2025),"G,Hum",G,,,,,,,,,Hum,,HU
2100,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1587,2 (Winter 2025),"G,Hum",G,,,,,,,,,Hum,,HU
1589,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1517,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1518,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1590,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1593,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1519,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1520,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1521,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1665,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1522,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1523,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1524,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1592,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1525,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1526,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1527,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
3724,3 (Spring 2024),"G,Hum",G,,,,,,,,,Hum,,HU
4081,3 (Spring 2024),"G,Hum",G,,,,,,,,,Hum,,HU
3492,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
4102,3 (Spring 2024),"D,Hum",,D,,,,,,,,Hum,,HU
4009,3 (Spring 2024),"G,Hum",G,,,,,,,,,Hum,,HU
3493,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3494,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3495,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3725,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
4050,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3496,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3497,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3498,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3499,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3500,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3501,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3592,3 (Spring 2025),"G,Hum",G,,,,,,,,,Hum,,HU
3519,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3520,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3920,3 (Spring 2025),G,G,,,,,,,,,,,HU
3591,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3589,3 (Spring 2025),"G,D,Hum",G,D,,,,,,,,Hum,,HU
3521,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3522,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3523,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3524,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3525,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3526,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3527,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3528,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3529,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
5766,1 (Fall 2023),,,,,,,,,,,,,HU
5528,1 (Fall 2023),,,,,,,,,,,,,HU
5529,1 (Fall 2023),,,,,,,,,,,,,HU
5767,1 (Fall 2023),"A,M",,,,,,A,M,,,,,HU
5768,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5770,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
6026,1 (Fall 2023),"A,M",,,,,,A,M,,,,,HU
5530,1 (Fall 2023),,,,,,,,,,,,,HU
5531,1 (Fall 2023),,,,,,,,,,,,,HU
5532,1 (Fall 2023),,,,,,,,,,,,,HU
5533,1 (Fall 2023),,,,,,,,,,,,,HU
5534,1 (Fall 2023),,,,,,,,,,,,,HU
5535,1 (Fall 2023),,,,,,,,,,,,,HU
5536,1 (Fall 2023),,,,,,,,,,,,,HU
5537,1 (Fall 2023),,,,,,,,,,,,,HU
5538,1 (Fall 2023),,,,,,,,,,,,,HU
5539,1 (Fall 2023),,,,,,,,,,,,,HU
5540,1 (Fall 2023),,,,,,,,,,,,,HU
5541,1 (Fall 2023),,,,,,,,,,,,,HU
5923,1 (Fall 2024),,,,,,,,,,,,,HU
5563,1 (Fall 2024),,,,,,,,,,,,,HU
5564,1 (Fall 2024),,,,,,,,,,,,,HU
5924,1 (Fall 2024),"A,M",,,,,,A,M,,,,,HU
5926,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5925,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5565,1 (Fall 2024),,,,,,,,,,,,,HU
5566,1 (Fall 2024),,,,,,,,,,,,,HU
5567,1 (Fall 2024),,,,,,,,,,,,,HU
5568,1 (Fall 2024),,,,,,,,,,,,,HU
5569,1 (Fall 2024),,,,,,,,,,,,,HU
5570,1 (Fall 2024),,,,,,,,,,,,,HU
5571,1 (Fall 2024),,,,,,,,,,,,,HU
5572,1 (Fall 2024),,,,,,,,,,,,,HU
5573,1 (Fall 2024),,,,,,,,,,,,,HU
5574,1 (Fall 2024),,,,,,,,,,,,,HU
5575,1 (Fall 2024),,,,,,,,,,,,,HU
5576,1 (Fall 2024),,,,,,,,,,,,,HU
1779,2 (Winter 2024),M,,,,,,,M,,,,,HU
1526,2 (Winter 2024),,,,,,,,,,,,,HU
1527,2 (Winter 2024),,,,,,,,,,,,,HU
1780,2 (Winter 2024),"A,M",,,,,,A,M,,,,,HU
1784,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1782,2 (Winter 2024),"D,Hum",,D,,,,,,,,Hum,,HU
1783,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1528,2 (Winter 2024),,,,,,,,,,,,,HU
1529,2 (Winter 2024),,,,,,,,,,,,,HU
1530,2 (Winter 2024),,,,,,,,,,,,,HU
1531,2 (Winter 2024),,,,,,,,,,,,,HU
1532,2 (Winter 2024),,,,,,,,,,,,,HU
1533,2 (Winter 2024),,,,,,,,,,,,,HU
1534,2 (Winter 2024),,,,,,,,,,,,,HU
1535,2 (Winter 2024),,,,,,,,,,,,,HU
1781,2 (Winter 2024),"W,Hum",,,W,,,,,,,Hum,,HU
1536,2 (Winter 2024),,,,,,,,,,,,,HU
1537,2 (Winter 2024),,,,,,,,,,,,,HU
1538,2 (Winter 2024),,,,,,,,,,,,,HU
1539,2 (Winter 2024),,,,,,,,,,,,,HU
1907,2 (Winter 2025),M,,,,,,,M,,,,,HU
1963,2 (Winter 2025),,,,,,,,,,,,,HU
1528,2 (Winter 2025),,,,,,,,,,,,,HU
1529,2 (Winter 2025),,,,,,,,,,,,,HU
1908,2 (Winter 2025),"A,M",,,,,,A,M,,,,,HU
1911,2 (Winter 2025),"W,Hum",,,W,,,,,,,Hum,,HU
1909,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1977,2 (Winter 2025),"A,M,Hum",,,,,,A,M,,,Hum,,HU
1530,2 (Winter 2025),,,,,,,,,,,,,HU
1531,2 (Winter 2025),,,,,,,,,,,,,HU
1532,2 (Winter 2025),,,,,,,,,,,,,HU
1533,2 (Winter 2025),,,,,,,,,,,,,HU
1534,2 (Winter 2025),,,,,,,,,,,,,HU
1535,2 (Winter 2025),,,,,,,,,,,,,HU
1536,2 (Winter 2025),,,,,,,,,,,,,HU
1537,2 (Winter 2025),,,,,,,,,,,,,HU
1910,2 (Winter 2025),"W,Hum",,,W,,,,,,,Hum,,HU
1538,2 (Winter 2025),,,,,,,,,,,,,HU
1539,2 (Winter 2025),,,,,,,,,,,,,HU
1540,2 (Winter 2025),,,,,,,,,,,,,HU
1541,2 (Winter 2025),,,,,,,,,,,,,HU
3502,3 (Spring 2024),,,,,,,,,,,,,HU
3503,3 (Spring 2024),,,,,,,,,,,,,HU
3797,3 (Spring 2024),"A,M",,,,,,A,M,,,,,HU
3798,3 (Spring 2024),"A,M",,,,,,A,M,,,,,HU
3670,3 (Spring 2024),"S,Hum",,,,S,,,,,,Hum,,HU
3801,3 (Spring 2024),"W,Hum",,,W,,,,,,,Hum,,HU
3800,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
4060,3 (Spring 2024),"A,M",,,,,,A,M,,,,,HU
3504,3 (Spring 2024),,,,,,,,,,,,,HU
3505,3 (Spring 2024),,,,,,,,,,,,,HU
3506,3 (Spring 2024),,,,,,,,,,,,,HU
3507,3 (Spring 2024),,,,,,,,,,,,,HU
3508,3 (Spring 2024),,,,,,,,,,,,,HU
3509,3 (Spring 2024),,,,,,,,,,,,,HU
3510,3 (Spring 2024),,,,,,,,,,,,,HU
3511,3 (Spring 2024),,,,,,,,,,,,,HU
3512,3 (Spring 2024),,,,,,,,,,,,,HU
3513,3 (Spring 2024),,,,,,,,,,,,,HU
3514,3 (Spring 2024),,,,,,,,,,,,,HU
3515,3 (Spring 2024),,,,,,,,,,,,,HU
3530,3 (Spring 2025),,,,,,,,,,,,,HU
3531,3 (Spring 2025),,,,,,,,,,,,,HU
3903,3 (Spring 2025),"A,M",,,,,,A,M,,,,,HU
3904,3 (Spring 2025),"A,M",,,,,,A,M,,,,,HU
3948,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3906,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3905,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3908,3 (Spring 2025),"A,M",,,,,,A,M,,,,,HU
3532,3 (Spring 2025),,,,,,,,,,,,,HU
3533,3 (Spring 2025),,,,,,,,,,,,,HU
3534,3 (Spring 2025),,,,,,,,,,,,,HU
3535,3 (Spring 2025),,,,,,,,,,,,,HU
3536,3 (Spring 2025),,,,,,,,,,,,,HU
3537,3 (Spring 2025),,,,,,,,,,,,,HU
3538,3 (Spring 2025),,,,,,,,,,,,,HU
3539,3 (Spring 2025),,,,,,,,,,,,,HU
3540,3 (Spring 2025),,,,,,,,,,,,,HU
3541,3 (Spring 2025),,,,,,,,,,,,,HU
3542,3 (Spring 2025),,,,,,,,,,,,,HU
3543,3 (Spring 2025),,,,,,,,,,,,,HU
5694,1 (Fall 2023),,,,,,,,,,,,,HU
5695,1 (Fall 2023),,,,,,,,,,,,,HU
5696,1 (Fall 2023),,,,,,,,,,,,,HU
5697,1 (Fall 2023),,,,,,,,,,,,,HU
5702,1 (Fall 2023),M,,,,,,,M,,,,,HU
5542,1 (Fall 2023),,,,,,,,,,,,,HU
5543,1 (Fall 2023),,,,,,,,,,,,,HU
5703,1 (Fall 2023),"A,M",,,,,,A,M,,,,,HU
5701,1 (Fall 2023),"A,M",,,,,,A,M,,,,,HU
5699,1 (Fall 2023),"A,M,Hum",,,,,,A,M,,,Hum,,HU
5544,1 (Fall 2023),,,,,,,,,,,,,HU
5545,1 (Fall 2023),,,,,,,,,,,,,HU
5546,1 (Fall 2023),,,,,,,,,,,,,HU
5547,1 (Fall 2023),,,,,,,,,,,,,HU
5698,1 (Fall 2023),"G,S,Hum",G,,,S,,,,,,Hum,,HU
6067,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5548,1 (Fall 2023),,,,,,,,,,,,,HU
5549,1 (Fall 2023),,,,,,,,,,,,,HU
5550,1 (Fall 2023),,,,,,,,,,,,,HU
5551,1 (Fall 2023),,,,,,,,,,,,,HU
5552,1 (Fall 2023),,,,,,,,,,,,,HU
5553,1 (Fall 2023),,,,,,,,,,,,,HU
5554,1 (Fall 2023),,,,,,,,,,,,,HU
5555,1 (Fall 2023),,,,,,,,,,,,,HU
5987,1 (Fall 2024),,,,,,,,,,,,,HU
5988,1 (Fall 2024),,,,,,,,,,,,,HU
5989,1 (Fall 2024),,,,,,,,,,,,,HU
5990,1 (Fall 2024),,,,,,,,,,,,,HU
5991,1 (Fall 2024),M,,,,,,,M,,,,,HU
5577,1 (Fall 2024),,,,,,,,,,,,,HU
5578,1 (Fall 2024),,,,,,,,,,,,,HU
5992,1 (Fall 2024),"A,M",,,,,,A,M,,,,,HU
5993,1 (Fall 2024),"A,M",,,,,,A,M,,,,,HU
5994,1 (Fall 2024),"A,M",,,,,,A,M,,,,,HU
5995,1 (Fall 2024),"A,M,Hum",,,,,,A,M,,,Hum,,HU
5997,1 (Fall 2024),"A,M,Hum",,,,,,A,M,,,Hum,,HU
5579,1 (Fall 2024),,,,,,,,,,,,,HU
5580,1 (Fall 2024),,,,,,,,,,,,,HU
5581,1 (Fall 2024),,,,,,,,,,,,,HU
5582,1 (Fall 2024),,,,,,,,,,,,,HU
5999,1 (Fall 2024),"G,Hum",G,,,,,,,,,Hum,,HU
5583,1 (Fall 2024),,,,,,,,,,,,,HU
5584,1 (Fall 2024),,,,,,,,,,,,,HU
5585,1 (Fall 2024),,,,,,,,,,,,,HU
5586,1 (Fall 2024),,,,,,,,,,,,,HU
5587,1 (Fall 2024),,,,,,,,,,,,,HU
5588,1 (Fall 2024),,,,,,,,,,,,,HU
5589,1 (Fall 2024),,,,,,,,,,,,,HU
5590,1 (Fall 2024),,,,,,,,,,,,,HU
1698,2 (Winter 2024),M,,,,,,,M,,,,,HU
1699,2 (Winter 2024),M,,,,,,,M,,,,,HU
1700,2 (Winter 2024),M,,,,,,,M,,,,,HU
1701,2 (Winter 2024),M,,,,,,,M,,,,,HU
2119,2 (Winter 2024),M,,,,,,,M,,,,,HU
1540,2 (Winter 2024),,,,,,,,,,,,,HU
1541,2 (Winter 2024),,,,,,,,,,,,,HU
1702,2 (Winter 2024),"A,M",,,,,,A,M,,,,,HU
1705,2 (Winter 2024),"A,M",,,,,,A,M,,,,,HU
1711,2 (Winter 2024),"A,M",,,,,,A,M,,,,,HU
1706,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1542,2 (Winter 2024),,,,,,,,,,,,,HU
1543,2 (Winter 2024),,,,,,,,,,,,,HU
1544,2 (Winter 2024),,,,,,,,,,,,,HU
1545,2 (Winter 2024),,,,,,,,,,,,,HU
1703,2 (Winter 2024),"G,S,Hum",G,,,S,,,,,,Hum,,HU
1707,2 (Winter 2024),"A,Hum",,,,,,A,,,,Hum,,HU
1709,2 (Winter 2024),"G,D,Hum",G,D,,,,,,,,Hum,,HU
1546,2 (Winter 2024),,,,,,,,,,,,,HU
1547,2 (Winter 2024),,,,,,,,,,,,,HU
1548,2 (Winter 2024),,,,,,,,,,,,,HU
1549,2 (Winter 2024),,,,,,,,,,,,,HU
1550,2 (Winter 2024),,,,,,,,,,,,,HU
1551,2 (Winter 2024),,,,,,,,,,,,,HU
1552,2 (Winter 2024),,,,,,,,,,,,,HU
1553,2 (Winter 2024),,,,,,,,,,,,,HU
1999,2 (Winter 2025),,,,,,,,,,,,,HU
2000,2 (Winter 2025),M,,,,,,,M,,,,,HU
2001,2 (Winter 2025),M,,,,,,,M,,,,,HU
2002,2 (Winter 2025),M,,,,,,,M,,,,,HU
2003,2 (Winter 2025),M,,,,,,,M,,,,,HU
1542,2 (Winter 2025),,,,,,,,,,,,,HU
1543,2 (Winter 2025),,,,,,,,,,,,,HU
2004,2 (Winter 2025),"A,M",,,,,,A,M,,,,,HU
2005,2 (Winter 2025),"A,M",,,,,,A,M,,,,,HU
2006,2 (Winter 2025),"A,M",,,,,,A,M,,,,,HU
2010,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1544,2 (Winter 2025),,,,,,,,,,,,,HU
1545,2 (Winter 2025),,,,,,,,,,,,,HU
1546,2 (Winter 2025),,,,,,,,,,,,,HU
1547,2 (Winter 2025),,,,,,,,,,,,,HU
2007,2 (Winter 2025),"D,Hum",,D,,,,,,,,Hum,,HU
2011,2 (Winter 2025),"D,Hum",,D,,,,,,,,Hum,,HU
2013,2 (Winter 2025),"G,Hum",G,,,,,,,,,Hum,,HU
1548,2 (Winter 2025),,,,,,,,,,,,,HU
1549,2 (Winter 2025),,,,,,,,,,,,,HU
1550,2 (Winter 2025),,,,,,,,,,,,,HU
1551,2 (Winter 2025),,,,,,,,,,,,,HU
1552,2 (Winter 2025),,,,,,,,,,,,,HU
1553,2 (Winter 2025),,,,,,,,,,,,,HU
