CRN,Term,GERs,G,D,W,S,Q,LangA,LangM,Lab,FA,Hum,SS,Div
1610,2 (Winter 2024),,,,,,,,,,,,,ND
2026,2 (Winter 2024),,,,,,,,,,,,,ND
1611,2 (Winter 2024),,,,,,,,,,,,,ND
1201,2 (Winter 2024),,,,,,,,,,,,,ND
1202,2 (Winter 2024),,,,,,,,,,,,,ND
1203,2 (Winter 2024),,,,,,,,,,,,,ND
1204,2 (Winter 2024),,,,,,,,,,,,,ND
1205,2 (Winter 2024),,,,,,,,,,,,,SS
1206,2 (Winter 2024),,,,,,,,,,,,,ND
1207,2 (Winter 2024),,,,,,,,,,,,,ND
1163,2 (Winter 2025),,,,,,,,,,,,,ND
1962,2 (Winter 2025),,,,,,,,,,,,,ND
1164,2 (Winter 2025),,,,,,,,,,,,,ND
1165,2 (Winter 2025),,,,,,,,,,,,,ND
1166,2 (Winter 2025),,,,,,,,,,,,,ND
1717,2 (Winter 2025),,,,,,,,,,,,,ND
1995,2 (Winter 2025),,,,,,,,,,,,,ND
1718,2 (Winter 2025),,,,,,,,,,,,,ND
1167,2 (Winter 2025),,,,,,,,,,,,,ND
1168,2 (Winter 2025),,,,,,,,,,,,,ND
1169,2 (Winter 2025),,,,,,,,,,,,,ND
1170,2 (Winter 2025),,,,,,,,,,,,,ND
1171,2 (Winter 2025),,,,,,,,,,,,,SS
1172,2 (Winter 2025),,,,,,,,,,,,,ND
1173,2 (Winter 2025),,,,,,,,,,,,,ND
3173,3 (Spring 2024),,,,,,,,,,,,,ND
4051,3 (Spring 2024),,,,,,,,,,,,,ND
4151,3 (Spring 2024),,,,,,,,,,,,,ND
3174,3 (Spring 2024),,,,,,,,,,,,,ND
3175,3 (Spring 2024),,,,,,,,,,,,,ND
3176,3 (Spring 2024),,,,,,,,,,,,,ND
3594,3 (Spring 2024),,,,,,,,,,,,,ND
3595,3 (Spring 2024),,,,,,,,,,,,,ND
3596,3 (Spring 2024),D,,D,,,,,,,,,,ND
3177,3 (Spring 2024),,,,,,,,,,,,,ND
3178,3 (Spring 2024),,,,,,,,,,,,,ND
3179,3 (Spring 2024),,,,,,,,,,,,,ND
3180,3 (Spring 2024),,,,,,,,,,,,,ND
3181,3 (Spring 2024),,,,,,,,,,,,,SS
3182,3 (Spring 2024),,,,,,,,,,,,,ND
3183,3 (Spring 2024),,,,,,,,,,,,,ND
3165,3 (Spring 2025),,,,,,,,,,,,,ND
3947,3 (Spring 2025),,,,,,,,,,,,,ND
3166,3 (Spring 2025),,,,,,,,,,,,,ND
3167,3 (Spring 2025),,,,,,,,,,,,,ND
3168,3 (Spring 2025),,,,,,,,,,,,,ND
3748,3 (Spring 2025),,,,,,,,,,,,,ND
3749,3 (Spring 2025),,,,,,,,,,,,,ND
3750,3 (Spring 2025),D,,D,,,,,,,,,,ND
3751,3 (Spring 2025),,,,,,,,,,,,,ND
3169,3 (Spring 2025),,,,,,,,,,,,,ND
3170,3 (Spring 2025),,,,,,,,,,,,,ND
3171,3 (Spring 2025),,,,,,,,,,,,,ND
3172,3 (Spring 2025),,,,,,,,,,,,,ND
3173,3 (Spring 2025),,,,,,,,,,,,,SS
3174,3 (Spring 2025),,,,,,,,,,,,,ND
3175,3 (Spring 2025),,,,,,,,,,,,,ND
5888,1 (Fall 2023),"W,Hum",,,W,,,,,,,Hum,,HU
5895,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5210,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5894,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5896,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5893,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5211,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5212,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5213,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5886,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5884,1 (Fall 2023),"D,Hum",,D,,,,,,,,Hum,,HU
5889,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5892,1 (Fall 2023),"S,Hum",,,,S,,,,,,Hum,,HU
5890,1 (Fall 2023),"D,Hum",,D,,,,,,,,Hum,,HU
5897,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5214,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5215,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5216,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5217,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5218,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5219,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
6055,1 (Fall 2024),"W,Hum",,,W,,,,,,,Hum,,HU
5941,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5209,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5954,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5942,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
6056,1 (Fall 2024),"G,Hum",G,,,,,,,,,Hum,,HU
5943,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5210,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5211,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5212,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5944,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5946,1 (Fall 2024),"D,Hum",,D,,,,,,,,Hum,,HU
5949,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5947,1 (Fall 2024),"D,Hum",,D,,,,,,,,Hum,,HU
5953,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5213,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5214,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5215,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5216,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5217,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5218,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
1897,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1904,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1907,2 (Winter 2024),"W,Hum",,,W,,,,,,,Hum,,HU
1911,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1208,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1655,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1899,2 (Winter 2024),"D,Hum",,D,,,,,,,,Hum,,HU
1909,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1209,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1210,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1211,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1896,2 (Winter 2024),"W,Hum",,,W,,,,,,,Hum,,HU
1902,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1901,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1905,2 (Winter 2024),"D,Hum",,D,,,,,,,,Hum,,HU
1912,2 (Winter 2024),"G,Hum",G,,,,,,,,,Hum,,HU
1910,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1908,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1212,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1213,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1214,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1898,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1215,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1216,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1217,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
2111,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
2138,2 (Winter 2025),"W,Hum",,,W,,,,,,,Hum,,HU
2137,2 (Winter 2025),"W,Hum",,,W,,,,,,,Hum,,HU
1174,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1654,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1931,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1874,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
2084,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1933,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1175,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1176,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1177,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1934,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1935,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1936,2 (Winter 2025),"D,Hum",,D,,,,,,,,Hum,,HU
2075,2 (Winter 2025),"G,D,Hum",G,D,,,,,,,,Hum,,HU
1938,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1940,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1178,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1179,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1180,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1941,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1181,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1182,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1183,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
3899,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3667,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3909,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3184,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3669,3 (Spring 2024),"S,Hum",,,,S,,,,,,Hum,,HU
3904,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3835,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3910,3 (Spring 2024),"G,Hum",G,,,,,,,,,Hum,,HU
3185,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
4401,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3186,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3187,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3900,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3903,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3902,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3897,3 (Spring 2024),"D,Hum",,D,,,,,,,,Hum,,HU
3905,3 (Spring 2024),"G,Hum",G,,,,,,,,,Hum,,HU
3188,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3189,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3190,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3908,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3191,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3192,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3193,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3651,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3652,3 (Spring 2025),"D,Hum",,D,,,,,,,,Hum,,HU
3655,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3928,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3176,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
4099,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3177,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3178,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3179,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3932,3 (Spring 2025),"G,W,Hum",G,,W,,,,,,,Hum,,HU
3933,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3934,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
4065,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3936,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3939,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3180,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3181,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3182,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3938,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3183,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3184,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3185,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
5673,1 (Fall 2023),,,,,,,,,,,,,ND
5220,1 (Fall 2023),,,,,,,,,,,,,ND
5578,1 (Fall 2023),,,,,,,,,,,,,ND
5705,1 (Fall 2024),,,,,,,,,,,,,ND
5706,1 (Fall 2024),,,,,,,,,,,,,ND
5219,1 (Fall 2024),,,,,,,,,,,,,ND
6101,1 (Fall 2024),Lab,,,,,,,,Lab,,,,ND
5220,1 (Fall 2024),,,,,,,,,,,,,ND
1218,2 (Winter 2024),,,,,,,,,,,,,ND
1184,2 (Winter 2025),,,,,,,,,,,,,ND
1185,2 (Winter 2025),,,,,,,,,,,,,ND
1810,2 (Winter 2025),,,,,,,,,,,,,ND
1851,2 (Winter 2025),,,,,,,,,,,,,ND
3692,3 (Spring 2024),,,,,,,,,,,,,ND
3693,3 (Spring 2024),,,,,,,,,,,,,ND
3194,3 (Spring 2024),,,,,,,,,,,,,ND
3651,3 (Spring 2024),,,,,,,,,,,,,ND
3674,3 (Spring 2025),,,,,,,,,,,,,ND
3675,3 (Spring 2025),,,,,,,,,,,,,ND
3186,3 (Spring 2025),,,,,,,,,,,,,ND
3866,3 (Spring 2025),,,,,,,,,,,,,ND
3187,3 (Spring 2025),,,,,,,,,,,,,ND
5988,1 (Fall 2023),Lab,,,,,,,,Lab,,,,ND
5704,1 (Fall 2023),D,,D,,,,,,,,,,ND
5221,1 (Fall 2023),,,,,,,,,,,,,ND
5222,1 (Fall 2023),,,,,,,,,,,,,ND
5592,1 (Fall 2023),,,,,,,,,,,,,ND
5581,1 (Fall 2023),W,,,W,,,,,,,,,ND
5845,1 (Fall 2023),W,,,W,,,,,,,,,ND
5660,1 (Fall 2023),W,,,W,,,,,,,,,ND
5829,1 (Fall 2023),,,,,,,,,,,,,ND
5737,1 (Fall 2023),,,,,,,,,,,,,ND
5223,1 (Fall 2023),,,,,,,,,,,,,ND
5224,1 (Fall 2023),,,,,,,,,,,,,ND
5225,1 (Fall 2023),,,,,,,,,,,,,ND
5226,1 (Fall 2023),,,,,,,,,,,,,ND
5842,1 (Fall 2023),G,G,,,,,,,,,,,ND
5227,1 (Fall 2023),,,,,,,,,,,,,ND
5228,1 (Fall 2023),,,,,,,,,,,,,ND
5229,1 (Fall 2023),,,,,,,,,,,,,ND
5230,1 (Fall 2023),,,,,,,,,,,,,ND
5231,1 (Fall 2023),,,,,,,,,,,,,ND
5232,1 (Fall 2023),,,,,,,,,,,,,ND
5233,1 (Fall 2023),,,,,,,,,,,,,ND
5234,1 (Fall 2023),,,,,,,,,,,,,ND
5846,1 (Fall 2024),,,,,,,,,,,,,ND
5847,1 (Fall 2024),,,,,,,,,,,,,ND
5221,1 (Fall 2024),,,,,,,,,,,,,ND
5222,1 (Fall 2024),,,,,,,,,,,,,ND
5849,1 (Fall 2024),,,,,,,,,,,,,ND
5851,1 (Fall 2024),,,,,,,,,,,,,ND
5827,1 (Fall 2024),G,G,,,,,,,,,,,ND
5892,1 (Fall 2024),D,,D,,,,,,,,,,ND
5689,1 (Fall 2024),W,,,W,,,,,,,,,ND
5690,1 (Fall 2024),W,,,W,,,,,,,,,ND
6066,1 (Fall 2024),,,,,,,,,,,,,ND
5223,1 (Fall 2024),,,,,,,,,,,,,ND
5224,1 (Fall 2024),,,,,,,,,,,,,ND
5225,1 (Fall 2024),,,,,,,,,,,,,ND
5226,1 (Fall 2024),,,,,,,,,,,,,ND
5227,1 (Fall 2024),,,,,,,,,,,,,ND
5228,1 (Fall 2024),,,,,,,,,,,,,ND
5229,1 (Fall 2024),,,,,,,,,,,,,ND
5230,1 (Fall 2024),,,,,,,,,,,,,ND
5231,1 (Fall 2024),,,,,,,,,,,,,ND
5232,1 (Fall 2024),,,,,,,,,,,,,ND
5233,1 (Fall 2024),,,,,,,,,,,,,ND
5234,1 (Fall 2024),,,,,,,,,,,,,ND
1713,2 (Winter 2024),,,,,,,,,,,,,ND
1219,2 (Winter 2024),,,,,,,,,,,,,ND
1220,2 (Winter 2024),,,,,,,,,,,,,ND
1672,2 (Winter 2024),,,,,,,,,,,,,ND
1577,2 (Winter 2024),,,,,,,,,,,,,ND
1579,2 (Winter 2024),S,,,,S,,,,,,,,ND
1575,2 (Winter 2024),,,,,,,,,,,,,ND
2043,2 (Winter 2024),,,,,,,,,,,,,ND
1716,2 (Winter 2024),,,,,,,,,,,,,ND
1778,2 (Winter 2024),G,G,,,,,,,,,,,ND
1221,2 (Winter 2024),,,,,,,,,,,,,ND
1222,2 (Winter 2024),,,,,,,,,,,,,ND
1223,2 (Winter 2024),,,,,,,,,,,,,ND
1224,2 (Winter 2024),,,,,,,,,,,,,ND
1225,2 (Winter 2024),,,,,,,,,,,,,ND
1226,2 (Winter 2024),,,,,,,,,,,,,ND
1227,2 (Winter 2024),,,,,,,,,,,,,ND
1228,2 (Winter 2024),,,,,,,,,,,,,ND
1717,2 (Winter 2024),,,,,,,,,,,,,ND
1229,2 (Winter 2024),,,,,,,,,,,,,ND
1230,2 (Winter 2024),,,,,,,,,,,,,ND
1231,2 (Winter 2024),,,,,,,,,,,,,ND
1232,2 (Winter 2024),,,,,,,,,,,,,ND
1862,2 (Winter 2025),,,,,,,,,,,,,ND
1186,2 (Winter 2025),,,,,,,,,,,,,ND
1187,2 (Winter 2025),,,,,,,,,,,,,ND
2121,2 (Winter 2025),,,,,,,,,,,,,ND
1821,2 (Winter 2025),,,,,,,,,,,,,ND
1818,2 (Winter 2025),S,,,,S,,,,,,,,ND
1816,2 (Winter 2025),S,,,,S,,,,,,,,ND
1865,2 (Winter 2025),,,,,,,,,,,,,ND
1866,2 (Winter 2025),,,,,,,,,,,,,ND
1188,2 (Winter 2025),,,,,,,,,,,,,ND
1189,2 (Winter 2025),,,,,,,,,,,,,ND
1190,2 (Winter 2025),,,,,,,,,,,,,ND
1191,2 (Winter 2025),,,,,,,,,,,,,ND
1192,2 (Winter 2025),,,,,,,,,,,,,ND
1193,2 (Winter 2025),,,,,,,,,,,,,ND
1194,2 (Winter 2025),,,,,,,,,,,,,ND
1195,2 (Winter 2025),,,,,,,,,,,,,ND
1196,2 (Winter 2025),,,,,,,,,,,,,ND
1197,2 (Winter 2025),,,,,,,,,,,,,ND
1198,2 (Winter 2025),,,,,,,,,,,,,ND
1199,2 (Winter 2025),,,,,,,,,,,,,ND
3558,3 (Spring 2024),,,,,,,,,,,,,ND
3559,3 (Spring 2024),,,,,,,,,,,,,ND
3195,3 (Spring 2024),,,,,,,,,,,,,ND
3196,3 (Spring 2024),,,,,,,,,,,,,ND
3564,3 (Spring 2024),,,,,,,,,,,,,ND
3565,3 (Spring 2024),,,,,,,,,,,,,ND
3575,3 (Spring 2024),,,,,,,,,,,,,ND
4040,3 (Spring 2024),G,G,,,,,,,,,,,ND
4146,3 (Spring 2024),,,,,,,,,,,,,ND
4001,3 (Spring 2024),D,,D,,,,,,,,,,ND
3704,3 (Spring 2024),,,,,,,,,,,,,ND
3705,3 (Spring 2024),,,,,,,,,,,,,ND
3197,3 (Spring 2024),,,,,,,,,,,,,ND
3198,3 (Spring 2024),,,,,,,,,,,,,ND
3199,3 (Spring 2024),,,,,,,,,,,,,ND
3200,3 (Spring 2024),,,,,,,,,,,,,ND
4164,3 (Spring 2024),D,,D,,,,,,,,,,ND
3676,3 (Spring 2024),,,,,,,,,,,,,NS
3678,3 (Spring 2024),G,G,,,,,,,,,,,ND
3201,3 (Spring 2024),,,,,,,,,,,,,ND
3202,3 (Spring 2024),,,,,,,,,,,,,ND
3203,3 (Spring 2024),,,,,,,,,,,,,ND
3204,3 (Spring 2024),,,,,,,,,,,,,ND
3205,3 (Spring 2024),,,,,,,,,,,,,ND
3206,3 (Spring 2024),,,,,,,,,,,,,ND
3207,3 (Spring 2024),,,,,,,,,,,,,ND
3208,3 (Spring 2024),,,,,,,,,,,,,ND
3766,3 (Spring 2025),Lab,,,,,,,,Lab,,,,ND
3767,3 (Spring 2025),Lab,,,,,,,,Lab,,,,ND
3188,3 (Spring 2025),,,,,,,,,,,,,ND
3189,3 (Spring 2025),,,,,,,,,,,,,ND
3778,3 (Spring 2025),,,,,,,,,,,,,ND
3779,3 (Spring 2025),,,,,,,,,,,,,ND
3882,3 (Spring 2025),,,,,,,,,,,,,ND
3690,3 (Spring 2025),,,,,,,,,,,,,ND
3845,3 (Spring 2025),,,,,,,,,,,,,ND
3661,3 (Spring 2025),,,,,,,,,,,,,ND
3662,3 (Spring 2025),,,,,,,,,,,,,ND
3723,3 (Spring 2025),,,,,,,,,,,,,ND
3190,3 (Spring 2025),,,,,,,,,,,,,ND
3191,3 (Spring 2025),,,,,,,,,,,,,ND
3192,3 (Spring 2025),,,,,,,,,,,,,ND
3193,3 (Spring 2025),,,,,,,,,,,,,ND
3880,3 (Spring 2025),D,,D,,,,,,,,,,ND
3194,3 (Spring 2025),,,,,,,,,,,,,ND
3195,3 (Spring 2025),,,,,,,,,,,,,ND
3196,3 (Spring 2025),,,,,,,,,,,,,ND
3197,3 (Spring 2025),,,,,,,,,,,,,ND
3879,3 (Spring 2025),,,,,,,,,,,,,ND
3198,3 (Spring 2025),,,,,,,,,,,,,ND
3199,3 (Spring 2025),,,,,,,,,,,,,ND
3200,3 (Spring 2025),,,,,,,,,,,,,ND
3201,3 (Spring 2025),,,,,,,,,,,,,ND
5654,1 (Fall 2023),D,,D,,,,,,,,,,ND
5235,1 (Fall 2023),,,,,,,,,,,,,ND
5236,1 (Fall 2023),D,,D,,,,,,,,,,ND
6059,1 (Fall 2023),D,,D,,,,,,,,,,ND
5629,1 (Fall 2023),D,,D,,,,,,,,,,ND
5616,1 (Fall 2023),D,,D,,,,,,,,,,ND
5237,1 (Fall 2023),,,,,,,,,,,,,ND
5238,1 (Fall 2023),,,,,,,,,,,,,ND
5239,1 (Fall 2023),D,,D,,,,,,,,,,ND
5240,1 (Fall 2023),,,,,,,,,,,,,ND
5891,1 (Fall 2023),D,,D,,,,,,,,,,ND
5241,1 (Fall 2023),,,,,,,,,,,,,ND
5242,1 (Fall 2023),,,,,,,,,,,,,ND
5243,1 (Fall 2023),D,,D,,,,,,,,,,ND
5244,1 (Fall 2023),,,,,,,,,,,,,ND
5759,1 (Fall 2023),,,,,,,,,,,,,ND
5245,1 (Fall 2023),,,,,,,,,,,,,ND
5246,1 (Fall 2023),,,,,,,,,,,,,ND
5247,1 (Fall 2023),D,,D,,,,,,,,,,ND
5248,1 (Fall 2023),,,,,,,,,,,,,ND
6087,1 (Fall 2024),D,,D,,,,,,,,,,ND
5235,1 (Fall 2024),,,,,,,,,,,,,ND
5236,1 (Fall 2024),D,,D,,,,,,,,,,ND
6091,1 (Fall 2024),D,,D,,,,,,,,,,ND
6058,1 (Fall 2024),G,G,,,,,,,,,,,ND
5893,1 (Fall 2024),D,,D,,,,,,,,,,ND
6121,1 (Fall 2024),D,,D,,,,,,,,,,ND
5903,1 (Fall 2024),D,,D,,,,,,,,,,ND
5909,1 (Fall 2024),"G,D",G,D,,,,,,,,,,ND
5723,1 (Fall 2024),D,,D,,,,,,,,,,ND
5762,1 (Fall 2024),D,,D,,,,,,,,,,ND
6090,1 (Fall 2024),"G,D",G,D,,,,,,,,,,ND
5237,1 (Fall 2024),,,,,,,,,,,,,ND
5238,1 (Fall 2024),,,,,,,,,,,,,ND
5239,1 (Fall 2024),D,,D,,,,,,,,,,ND
5969,1 (Fall 2024),D,,D,,,,,,,,,,ND
5240,1 (Fall 2024),,,,,,,,,,,,,ND
6084,1 (Fall 2024),D,,D,,,,,,,,,,ND
5948,1 (Fall 2024),D,,D,,,,,,,,,,ND
5241,1 (Fall 2024),,,,,,,,,,,,,ND
5242,1 (Fall 2024),,,,,,,,,,,,,ND
5243,1 (Fall 2024),D,,D,,,,,,,,,,ND
5244,1 (Fall 2024),,,,,,,,,,,,,ND
6092,1 (Fall 2024),,,,,,,,,,,,,ND
5245,1 (Fall 2024),,,,,,,,,,,,,ND
5246,1 (Fall 2024),,,,,,,,,,,,,ND
5247,1 (Fall 2024),D,,D,,,,,,,,,,ND
5248,1 (Fall 2024),,,,,,,,,,,,,ND
1233,2 (Winter 2024),,,,,,,,,,,,,ND
1234,2 (Winter 2024),D,,D,,,,,,,,,,ND
1658,2 (Winter 2024),D,,D,,,,,,,,,,ND
2001,2 (Winter 2024),D,,D,,,,,,,,,,ND
1857,2 (Winter 2024),D,,D,,,,,,,,,,ND
1721,2 (Winter 2024),,,,,,,,,,,,,ND
1609,2 (Winter 2024),D,,D,,,,,,,,,,ND
1900,2 (Winter 2024),D,,D,,,,,,,,,,ND
1235,2 (Winter 2024),,,,,,,,,,,,,ND
1236,2 (Winter 2024),,,,,,,,,,,,,ND
1237,2 (Winter 2024),D,,D,,,,,,,,,,ND
1238,2 (Winter 2024),,,,,,,,,,,,,ND
1657,2 (Winter 2024),"D,W",,D,W,,,,,,,,,ND
1906,2 (Winter 2024),D,,D,,,,,,,,,,ND
1623,2 (Winter 2024),G,G,,,,,,,,,,,ND
1710,2 (Winter 2024),"G,D",G,D,,,,,,,,,,ND
1239,2 (Winter 2024),,,,,,,,,,,,,ND
1240,2 (Winter 2024),,,,,,,,,,,,,ND
1241,2 (Winter 2024),D,,D,,,,,,,,,,ND
1242,2 (Winter 2024),,,,,,,,,,,,,ND
1243,2 (Winter 2024),,,,,,,,,,,,,ND
1244,2 (Winter 2024),,,,,,,,,,,,,ND
1245,2 (Winter 2024),D,,D,,,,,,,,,,ND
1246,2 (Winter 2024),,,,,,,,,,,,,ND
2112,2 (Winter 2025),D,,D,,,,,,,,,,ND
2109,2 (Winter 2025),D,,D,,,,,,,,,,ND
1200,2 (Winter 2025),,,,,,,,,,,,,ND
1201,2 (Winter 2025),D,,D,,,,,,,,,,ND
2108,2 (Winter 2025),D,,D,,,,,,,,,,ND
1202,2 (Winter 2025),,,,,,,,,,,,,ND
1203,2 (Winter 2025),,,,,,,,,,,,,ND
1204,2 (Winter 2025),D,,D,,,,,,,,,,ND
1205,2 (Winter 2025),,,,,,,,,,,,,ND
2139,2 (Winter 2025),"D,W",,D,W,,,,,,,,,ND
2009,2 (Winter 2025),D,,D,,,,,,,,,,ND
1879,2 (Winter 2025),,,,,,,,,,,,,ND
1937,2 (Winter 2025),D,,D,,,,,,,,,,ND
2077,2 (Winter 2025),"G,D",G,D,,,,,,,,,,ND
2012,2 (Winter 2025),D,,D,,,,,,,,,,ND
1206,2 (Winter 2025),,,,,,,,,,,,,ND
1207,2 (Winter 2025),,,,,,,,,,,,,ND
1208,2 (Winter 2025),D,,D,,,,,,,,,,ND
1209,2 (Winter 2025),,,,,,,,,,,,,ND
1210,2 (Winter 2025),,,,,,,,,,,,,ND
1211,2 (Winter 2025),,,,,,,,,,,,,ND
1212,2 (Winter 2025),D,,D,,,,,,,,,,ND
1213,2 (Winter 2025),,,,,,,,,,,,,ND
3209,3 (Spring 2024),,,,,,,,,,,,,ND
3210,3 (Spring 2024),D,,D,,,,,,,,,,ND
3672,3 (Spring 2024),D,,D,,,,,,,,,,ND
